entity_name,entity,id
marchland ,8513163,2977
chlamydia ,1372709,16043
bulge ,2714360,10387
verdict ,1192150,31514
genus denisonia ,1747466,6807
selar crumenophthalmus ,2581108,4235
duke ,10038620,9883
anti-war movement ,799125,3746
prairie golden aster ,11981475,17242
cave ,9238926,31522
lineament ,5601758,19607
inconvenience ,4722715,9113
tear ,391086,6326
demolition ,1249483,10400
gig ,3436990,29435
mutineer ,10342180,14759
refining ,13548105,21751
model ,5937112,24705
phonetician ,10426454,34937
stick ,7848645,21077
genus eacles ,2302124,25310
kam-tai ,6934132,9154
unit ,5869857,3971
st. cloud ,9103217,3480
true up ,465291,20325
genus chloris ,12114226,8841
dostoyevskian ,3030919,451
haematopus ,2036982,4227
oleandraceae ,13203842,17232
unboundedness ,5209324,35001
thinker ,10708454,24336
cesarian ,3029573,5841
sloanea jamaicensis ,12194613,21293
bismarckian ,3029133,4921
somesthesia ,5721180,31218
flap ,2093390,37322
trump ,1078235,6636
peripatetic ,3028465,2254
kick ,1112979,20636
evansville ,9085209,13866
subclass prototheria ,1871406,5036
valet de chambre ,10745332,3471
sharpshooter ,10294953,17514
inositol ,14919819,15462
nyctereutes ,2116322,8504
western sand cherry ,12642734,15037
baby bed ,2766320,16345
precise ,1837744,38170
savage ,10553402,6821
beckley ,9155692,40623
moroccan ,3024420,6381
unthoughtfulness ,4661706,5579
replenishment ,13547925,32330
genus commelina ,12606227,33488
outfight ,1109431,10681
epiphytic ,3022349,30418
solarize ,2113850,32323
barricade ,1127215,39561
make ,2745332,16974
stylostixis ,710155,18367
orb-weaver ,1772782,24345
auditory system ,5300507,27828
openhandedness ,4832716,17886
dilution ,14835478,2118
right fielder ,10387196,35343
welsh ,6961557,8414
hookup ,3533486,32422
order ganoidei ,2638323,30178
velvet worm ,1999767,5451
robe ,4097866,28952
eye surgery ,673863,1600
poke bonnet ,2869837,37041
effector ,10046527,4729
carrycot ,2970534,5995
convey ,2221454,33563
edible ,828779,21178
transition ,7415730,32239
whirring ,7399917,2076
fatwah ,6765656,1366
pacific coast ,9383793,16479
import ,2346136,29077
taxonomical ,3018498,7359
force field ,11456760,21605
sinequan ,3229905,28824
executive ,3017922,39800
vitamin k ,15092751,17669
toss ,105820,31713
shorea ,12377328,17380
treasure ,1776214,17679
discontentment ,7538965,3065
score ,5737153,30316
condemn ,2149302,31728
hellenic ,3016202,31003
aliyah ,6696991,36668
shiah islam ,8096301,33738
mastoidal ,5542193,19228
whiplike ,3015113,1349
tramway ,4469813,23971
stem ,176137,16153
introspect ,631591,16293
lope ,1928730,31004
androgenous ,2621901,21754
soleirolia ,12393527,16275
coop ,2936714,31511
tolerate ,668099,6261
disciple ,10016103,25352
family arctiidae ,2305245,1325
lyric ,1698916,22663
mash ,7805254,27693
resultant ,13941337,24850
sword lily ,12411922,182
philosophy ,6158346,34928
missionary work ,730984,23900
topicalize ,1013856,15960
slough ,9438055,5478
bludgeon ,2505606,623
dimout ,13984082,35762
leptinotarsa ,2169833,38676
parcel ,1283746,25861
humus ,7857731,28478
genus alosa ,2530294,35167
urinary ,3008207,2691
shootout ,124617,5916
minibus ,3769881,11084
sheep tick ,2199170,6786
american ,2927512,11768
sanctification ,1039925,2408
thorn ,5831784,37612
walkingstick ,2231487,33660
astheny ,14547976,13597
turn ,1907258,1979
spear thistle ,11955153,26320
mate ,13743100,32384
therapsida ,1719645,39323
woman ,10787470,28781
jerusalem ,8794798,13229
light brown ,4972801,24906
thorazine ,3023175,30082
turnicidae ,2019566,23301
genus cnidoscolus ,12924984,34107
bigamy ,13964466,10644
prognosis ,6749881,28921
idiomatical ,3004358,19557
burn out ,435294,17254
afghanistani ,3003928,36819
irish ,3003744,10854
family dacninae ,1538775,40263
english ,3003344,656
boy scout ,9871681,30315
nutritionary ,3002351,23844
passion ,9181557,33510
file ,1920048,30585
conning tower ,3091907,576
incise ,1555742,27855
clarksburg ,9155986,23154
papaya family ,12372708,3669
long-eared owl ,1624833,35509
oedema ,14316714,1920
array ,7939382,22002
rockrose family ,12374002,23621
bronze ,14717275,22953
notice ,7212612,14340
microbiology ,6077648,7740
existing ,927017,11270
toona calantas ,12700357,12516
coffin ,3064758,37743
solanaceae ,12892226,9562
poison ,2580678,31140
parabolical ,2996904,36047
palatine ,2996605,38846
carotid artery ,5339357,6783
melioration ,261029,14998
dilation and curettage ,670250,5367
know ,594621,27240
fitter ,10093908,33513
platanus ,12806455,5778
tabernacle ,4378842,25486
alphabet soup ,8400191,3050
ostiary ,10026763,29055
return ,2310007,28668
genus estrilda ,1543817,10399
bleep ,7377082,33444
parcelling ,1083645,15606
gird ,1087197,28023
theatrical producer ,10705448,27841
scuba ,2731629,235
wide ,2560548,626
lie-in ,1064758,10181
proctorship ,597957,27261
line ,8594286,8310
vestibular sense ,5659365,20902
point mutation ,7426406,1008
warder ,10767265,18371
thorax ,5552607,4455
passenger ship ,3896103,7057
scopal ,2992070,21276
toilet ,4446521,24277
palisade ,3878963,20316
stain ,72261,15159
seduction ,160532,10125
numbering ,6490887,38183
official ,2991463,31572
greater antilles ,8748076,37496
suspension ,14591091,35255
alehouse ,2696165,22306
music ,7020895,11115
mercurialis annua ,12924036,36998
viziership ,605715,5505
velvet bean ,12550408,16989
female body ,5219923,26118
rima ,5610008,10250
offensive ,980038,25017
genus hippeastrum ,12420991,22942
thamnophis ,1735062,33134
tempter ,10699752,21174
male reproductive system ,5513807,35305
snarl ,916274,31996
session ,7145508,33639
oxygen mask ,3868863,32938
mastership ,595146,32928
shot ,6614729,33158
richness ,14491625,19170
mutant ,2987454,22750
art form ,5841151,1532
lucky dip ,162236,34727
round off ,473799,3317
keyboard instrument ,3614532,37238
anode ,2714315,21045
knower ,10240082,37288
pension ,13384164,4753
ray ,291444,39419
bad egg ,9831731,5605
vigour ,5030806,21011
the netherlands ,8949093,26190
mudslinger ,10336537,7652
wit ,5618056,40320
great britain ,8858942,12705
wild spinach ,11828973,37351
righteyed flounder ,2658079,27219
thomas jonathan jackson ,11076079,21825
theatrical ,2813315,14692
maturational ,2979722,1459
genus frankliniella ,2272152,39804
garland ,9144730,29001
spyware ,6587980,3859
pressure ,14451349,14087
samuel goldwyn ,11005571,36988
thrips tobaci ,2272552,9536
genus crotalus ,1755274,16941
standard-bearer ,9938272,11341
irrupt ,307785,12608
genus cariama ,2014061,10369
beta blocker ,2832168,16246
artery ,5333777,2738
sting ,14297870,16749
deify ,693401,13884
line ,8430568,16492
monoamine neurotransmitter ,14807737,38568
text ,7172557,20250
palestinian ,2974615,12415
lemon oil ,7812790,8920
framing ,3390983,22009
hemimorphite ,14678406,21029
washboard ,4554211,35242
pontificate ,8053260,5827
play ,1726172,2
athenian ,2972499,12265
market ,2298160,10265
cardiovascular disease ,14057371,3374
hindustani ,2971672,13196
sockeye salmon ,7796165,17440
duplicator ,3257586,19891
arab league ,8172103,14266
percophidae ,2620033,18780
work ,2410855,18860
fenugreek seed ,7818133,18635
rhabdoviridae ,1333301,18591
kampuchean ,2968828,27913
wad ,7579399,37260
oryza ,12125782,24395
loft ,3686130,13822
chesapeake bay ,9243405,18727
european ,2968325,14529
heading ,3239399,33108
archosaurian reptile ,1695681,22933
icecream ,7614500,12090
recitation ,1232246,11850
winter fern ,12935609,3857
histamine blocker ,3522239,37586
pewit gull ,2042180,20721
yugoslavian ,2962013,5418
czechoslovakian ,2961688,17396
toroid ,13900287,28186
magyar ,2961505,25507
right-hander ,10387324,25789
top ,13940456,22465
shrink ,241038,38623
genus diplotaxis ,11885148,25340
junction ,147454,5076
sequence ,660571,8165
scandinavian ,2960130,30110
muster roll ,6496624,33124
norwegian ,2959912,22470
work unit ,13609507,6078
refinery ,4068441,24438
genus fossa ,2136623,29382
st. paul ,9103377,4222
tier ,10710509,660
listing ,6481320,4097
schmoozer ,9961999,7822
teutonic ,2958126,3671
zooplankton ,1384164,3357
britannic ,2958017,30477
stargaze ,2133297,18819
gaelic ,2957823,32612
stenotus acaulis ,12019375,33557
perch ,2556846,29324
unimportant ,1279978,5111
suppression ,1147950,24948
animalism ,5958549,30865
wesleyan ,2955562,35642
spoon ,1579622,20298
sprightliness ,4632157,8690
solid solution ,15051705,23593
street name ,6336537,33066
russian orthodox ,2953598,1284
wave ,346095,13237
coast boykinia ,12796385,5315
jolson ,11089669,30558
christian ,2952275,35285
white russian ,9695979,39165
spermatophyte ,11552386,29132
mass spectroscopy ,650743,25571
salad cream ,7835051,32319
traffic ,8425303,27898
occlusive ,2950154,13192
checkerboard ,3011521,12154
morphological ,2949931,4625
compatible ,509039,36118
genus sansevieria ,12480677,22132
philologue ,10423225,30752
palaemon ,1987353,8514
woman's body ,5220126,39365
reappraise ,682592,30385
mel gibson ,10998305,37974
pedagogical ,2945971,26586
chenille ,3013850,19072
developmental ,2945820,18995
bacteria family ,1352059,22535
drive ,567044,25702
self-examination ,5786655,16188
medallist ,10305062,26062
judgment ,5789432,38117
flaw ,14463826,13451
shun ,2504017,15791
seattle ,9154178,18863
alibi ,893741,19671
windy city ,9083390,13340
genus coeloglossum ,12052053,23424
syracuse ,1296296,11523
nerveroot ,12056601,15030
aleph ,6836714,25471
wash ,217956,17370
ontogenetic ,2942769,26520
station ,8656590,3915
yip ,7400552,17297
densification ,7419233,17491
musketeer ,10341446,22739
lilac ,12310349,8555
propitiatory ,2940509,25228
corpus amygdaloideum ,5495571,24365
rotatory ,2939919,16900
tell ,746718,3542
groupware ,6567960,23735
motor ,3789946,25381
sapphism ,857424,9772
call ,738747,9066
genus anemone ,11724822,37687
slip ,189669,17047
genus amphioxus ,1467675,115
hyla arenicolor ,1651059,10876
shrine ,1482958,16093
subfamily corylaceae ,12288422,31661
shtik ,171882,34568
phrasal ,2937108,30579
sen ,13672555,6412
republic ,8361329,37494
canonical hour ,15229408,6936
hyperoodon ,2068408,26547
psychological disorder ,14083790,572
abdominal ,2934594,33551
gain ,13254805,11046
sexy ,2137538,7728
hylocichla ,1559294,24566
consumptive ,1867502,9506
fall off ,148472,7108
testicular ,2933304,26629
irenidae ,1593705,24922
refuse collector ,10120330,2080
passiflora ,12383256,18374
musketry ,8389438,37032
alibi ,6741099,26264
lagenaria siceraria ,12166128,12232
residency ,1053920,9245
sweep ,5127959,38462
oligoplites ,2577532,4617
hank panky ,846432,15166
vertical tail ,4530283,11683
trailblazer ,10434725,32146
uvulariaceae ,12474620,11515
throw out ,2401809,36752
buy into ,2284544,5718
wink ,8435,8525
roccus ,2567960,6536
employer ,10054657,33277
old english ,6949591,27450
hole ,3526805,14321
impermeableness ,4941942,11675
climb ,1923909,14820
waker ,10763878,5157
native american ,2928066,7716
prumnopitys ,11658104,17888
profession ,609953,12497
thunder ,7377682,25195
caper ,11865071,37589
songwriter ,10624540,36478
range of mountains ,9403734,40845
mess ,1176079,8578
orchard apple tree ,12633994,19077
draw close ,1609953,7575
hindu ,2923745,410
nylghau ,2425532,36064
strepera ,1583373,6660
devonian period ,15127982,17118
pollutant ,14857278,31328
male body ,5219724,800
yodh ,6837679,2946
judaical ,2922448,21887
romish ,2921753,40126
yellow parilla ,11713370,38242
peacock butterfly ,2279257,2748
emplacement ,3284120,831
deuteromycetes ,12996068,19206
traffic lane ,4466386,10129
wood pewee ,1549430,2999
deer ,2430045,22774
symplocarpus foetidus ,11792742,18344
amniotic cavity ,5399486,14520
conspiratorial ,2919275,13346
monazite ,14682642,22848
slate club ,8230294,37530
hook ,3532342,5023
sexual pleasure ,7493527,36084
spectroscopical ,2918271,9493
subpoena ad testificandum ,6557047,12244
genus epipactis ,12062227,35820
bleat ,1048492,22327
contretemps ,959645,37301
dash ,555983,16161
family cactaceae ,11841529,842
ensign ,9616722,20723
gastropoda ,1941670,20029
quarter ,15258450,31879
organizer ,10383237,16532
lemmus ,2344785,33219
precursor ,9627117,18735
suprarenal gland ,5331171,39801
sittidae ,1590443,6408
vocation ,583246,33316
morphology ,6078327,1044
homotherm ,1315330,28305
write ,1698271,36489
salute ,899597,39875
paraphilia ,737705,5675
slobber over ,1827745,11698
kean ,11098223,16389
family ardeidae ,2007721,36056
garrick ,10991415,15034
shifting ,331655,22912
sour cherry tree ,12643473,20291
silencer ,4218773,2194
parasitic plant ,13120446,35259
necromantical ,2910789,9805
wild sensitive plant ,12494358,14418
sleepyhead ,10611541,7618
matrix algebra ,6013584,11554
strangeness ,4799344,33647
dutch ,6952572,38903
set off ,2717831,6455
navigational ,2909006,3777
typology ,1013971,31907
osmitrol ,3718056,37222
peel off ,9492,3006
republic of india ,8900535,38013
computational ,2907473,9443
cantilever ,2714865,35959
pyrus ,12651465,5454
stockade ,3086183,32010
slip coach ,4240576,2114
hottentot bread ,12089178,30271
mould ,13077033,8257
yin ,5915584,28524
bowl ,2881193,12855
rhinocerotidae ,2391782,7482
ytterbium ,14661482,8172
subject ,9625401,38351
united states government accounting office ,8162245,13127
refute ,667747,17621
saturnism ,14069895,38336
fibroma ,14238528,25973
tobacco thrips ,2272286,21283
dawn ,528836,2483
heteropterous insect ,2241569,31597
genus architeuthis ,1972017,8305
pamphleteer ,10395605,40706
napoli ,8805565,7227
emplace ,1496630,5270
tracing ,4463273,388
hell ,736786,39807
letter of the alphabet ,6828818,26032
church building ,3028079,9013
duration ,15133621,33325
opening ,9379111,13472
family akeridae ,1951721,14764
education ,5753564,26156
swamp willow ,12729315,27851
abetalipoproteinemia ,14151884,2140
vesicle ,5517578,20161
oriental beetle ,2173784,3247
tonic ,7927512,25398
set ,442669,39458
documentary ,2896789,18257
inspect ,2165543,10821
shirtlifter ,10122645,5885
struggle ,1921772,27142
use ,1165043,31984
unleavened bread ,7684164,5247
seal ,698732,14292
president john quincy adams ,10808353,636
lightning rod ,10262183,33154
chess club ,8229275,21380
safety fuse ,4126659,9821
demurrer ,6562802,816
telosporidia ,1422594,1958
ethmoidal artery ,5344848,319
doctorial ,2893338,16145
scratch ,1250908,14195
tryout ,5799212,14406
golden gate ,9289913,39457
scurvy grass ,11883945,7393
ray ,13913427,6377
yoke ,13743605,36228
afraid ,77645,16358
godown ,3443543,11131
suspend ,2643740,11437
power point ,3974671,21008
narcoterrorism ,764436,265
tractableness ,4905188,6320
suggestion ,7162680,26283
tanga ,9035951,22641
genus actias ,2302853,14960
golden state ,9060768,33426
similarity ,4743605,31764
magnetic inclination ,13892897,36969
marine ,2888000,36167
copulatory ,2887741,23411
standard ,5924920,28376
python ,1743605,7240
acoustic ,2675987,18338
scrimshanker ,10564800,15804
houseplant ,13083023,40882
smuggler ,10615334,4842
spinal ,2884456,8680
mistletoe ,12739801,4212
goodness ,5142180,20666
sacrifice ,2325558,24007
molluga ,11821415,3141
genus pecten ,1966204,7783
work ,4599396,12248
major affective disorder ,14388910,35485
trial ,791078,1765
engagement ,8385009,23054
cite ,1015866,21012
lanzhou ,8726582,30800
biology laboratory ,2842008,31242
republic of austria ,8845555,6400
ordinal number ,13597280,31120
quechuan language ,6917083,33862
premiss ,6753800,6575
magnetism ,11479058,8492
association ,14421139,33911
phantasy ,5896059,27673
watchfulness ,5705722,37790
scientific knowledge ,5999540,32005
serranid fish ,2566109,11969
storehouse ,4329190,28489
middle class ,8181658,2340
poet ,10444194,6747
get well ,268011,4165
outburst ,7014320,7509
realism ,5974564,37570
refractory anemia ,14168176,12980
epidermic ,2876088,23821
bolshevistic ,2875499,29909
blessing ,7189411,11954
convert ,115157,20418
spironolactone ,14754192,14451
stabilizer bar ,4294614,20155
burlesque ,2873654,11642
trouble ,5687338,22181
snogging ,854393,15072
running hand ,6350274,14500
non-standard speech ,7155081,20793
extirpation ,393369,33404
niagara falls ,9370773,5696
toadfish ,2548689,4972
servicing ,853649,12410
cager ,9842047,17387
family avicenniaceae ,12915400,23540
square up ,763399,24251
thalassoma ,2609169,26765
repayment ,13299651,34302
wintertime ,15237782,3574
political unit ,8359949,18304
stock ,2329883,28596
resemblance ,4747445,3721
firmamental ,2871229,34397
numeral ,6807198,5444
kinesthetic ,2870453,27222
macule ,5244934,7828
following ,8223263,2795
hospital ,8054417,23685
maidenhair fern ,13206817,6380
territorialization ,1016973,8425
tactual ,2869097,29366
gustatory ,2868916,21226
forfeiture ,13301174,37944
scotch ,13905405,14431
rarity ,3149951,931
perceptive ,2868326,21882
competency ,5153520,21378
halictidae ,2210728,3406
kingdom ,8591269,11169
bulawayo ,9167652,2010
land ,135857,5667
low ,1206474,16985
post ,3988170,32922
fall down ,1984317,31316
okeechobee ,9377861,13664
pour out ,2070296,35133
wed ,2488834,36731
interaction ,11516113,35527
secale cereale ,12134025,24879
cd ,14632444,4825
region ,5221895,4757
president bush ,10875468,38697
variable quantity ,5857459,20115
capital of switzerland ,9032321,33165
spizella ,1535842,16247
factorize ,733250,12453
skid ,4228844,27358
